Job,Total Compensation
Special Nurse,151251.55
Registered Nurse,103365.17
Licensed Vocational Nurse,27112.93
Building Services Technician,127691.25
Planner 3-Environmental Review,15859.61
Registered Nurse,196109.92
Transit Operator,127077.46
Stationary Engineer,140249.58
Estate Investigator,57720.71
Electrical Transit System Mech,175332.17
Transit Operator,122532.68
Medical Social Worker,20042.87
Manager II,158836.3
Firefighter,174775.23
Patient Care Assistant,88411.51
Swimming Instructor,33986.8
Public Safetycomm Disp,145201.01
Custodian,88346.63
Registered Nurse,189344.83
Senior Eligibility Worker,39636.99
"Lieutenant, Fire Suppression",307905.68
Senior Administrative Analyst,77626.4
Accountant III,93999.13
Health Program Coordinator 2,63209.57
"Lieutenant, Fire Suppression",208345.74
Custodian,89310.18
Special Nurse,83851.87
Carpenter,62492.2
Industrial Hygienist,84168.55
Employment & Training Spec 3,144434.66
Registered Nurse,182819.46
Sergeant 2,206147.44
Transit Operator,32885.9
Nursing Assistant,60204.83
Planner 3-Environmental Review,136431.15
Physician Specialist,171230.95
"Counselor, Log Cabin Ranch",112798.93
"Manager VI, MTA",41636.09
Electrical Transit System Mech,159036.32
Porter,99567.21
Parking Control Officer,58275.44
Eng/Arch/Landscape Arch Sr,220658.2
Special Nurse,23093.24
Police Officer 3,173737.82
Urban Forestry Inspector,92036.29
Manager II,184073.55
Museum Guard,28475.54
Nursing Assistant,109142.97
Chief Stationary Engineer,210478.09
IS Engineer-Senior,182376.89
Transit Operator,133835.87
Manager II,158754.4
Police Officer,123238.99
Sr Community Devl Spc 1,129844.82
Sr Fare Collections Receiver,109277.18
Communications Dispatcher 2,32552.58
Special Nurse,29026.15
Parts Storekeeper,126479.32
Accountant III,138822.98
Transit Operator,118914.14
Library Page,17337.49
Nursing Assistant,138719.68
IS Business Analyst,34138.94
Senior Eligibility Worker,77539.07
Police Officer 2,111749.15
Engineer,192299.05
IS Prg Analyst-Principal,81748.54
Truck Driver,84501.67
Transit Operator,141747.71
Stdntdsgn Train2/Arch/Eng/Plng,13440.63
Senior Eligibility Worker,18224.85
Transit Planner III,133969.51
Senior Administrative Analyst,79647.71
Admission Attendant,77617.59
Pharmacy Technician,129782.75
Registered Nurse,53267.5
"Lieutenant, Fire Suppression",196061.17
Licensed Vocational Nurse,61033.24
Attorney (Civil/Criminal),45562.94
Eng/Arch/Landscape Arch Sr,212602.06
HSA Social Worker,107148.83
Special Nurse,29889.88
Registered Nurse,164572.19
Electrical Transit System Mech,187108.7
Psychiatric Social Worker,118559.52
Court Supervisor II,107435.08
Firefighter,203854.88
Electrical Transit System Mech,131262.71
Automotive Machinist,120011.74
Airport Security ID Technician,48858.09
Deputy Sheriff,140719.52
Police Cadet,20250.29
Librarian 1,61376.88
Transit Operator,84669.37
Special Nurse,49178.34
Automotive Mechanic,146157.57
Health Program Coordinator 3,147674.21
Licensed Vocational Nurse,118735.18
Electrical Transit System Mech,124716.56
Transit Operator,64916.28
Transit Car Cleaner,48987.71
Patient Care Assistant,80901.98
Firefighter,34248.94
"Sr Stationary Eng, Sew Plant",136671.55
Accountant III,16131.12
Attorney (Civil/Criminal),246519.02
General Laborer,88333.8
Accountant IV,158019.91
Special Nurse,137396.15
Senior Clerk,65501.23
Deputy Court Clerk II,88609.53
Senior Eligibility Worker,64251.97
Senior Administrative Analyst,87264.26
Police Officer 2,177231.43
Senior Physician Specialist,98704.18
Physical Therapist Assistant,100130.28
Transit Operator,133290.09
Clinical Psychologist,91872.66
Victim/Witness Investigator 1,92122.9
"Director, Juvenile Hall",187597.44
General Laborer,97678.69
Gardener,56349.18
Porter,89659.02
Attorney (Civil/Criminal),103547.78
Legal Assistant,113782.46
Customer Service Agent,107312.23
Senior Eligibility Worker,91578.84
Asst Engr,135452.68
Firefighter,193025.1
Structural Engineer,197270.08
Food Service Worker,48427.9
Librarian 1,81471.12
Airport Safety Officer,160717.56
Steamfitter,143759.01
Senior Account Clerk,99259.21
IS Business Analyst-Principal,178460.42
Attorney (Civil/Criminal),161511.11
"Lieutenant, Fire Suppression",258440.68
Sr Community Dev Spec 2,90258.03
Registered Nurse,177997.34
Painter Supervisor 1,45336.36
Graphic Artist,37166.83
Real Property Appraiser,114742.46
Gardener,86805.08
Patient Care Assistant,106281.3
Police Officer 3,191885.5
Automotive Mechanic,139765.33
Registered Nurse,181496.18
Legislative Assistant,44147.51
Porter,83274.32
Transit Operator,96190.52
Medical Evaluations Assistant,79668.41
Licensed Vocational Nurse,178290.03
Senior Eligibility Worker,111781.7
EMT Paramedic,13048.88
Registered Nurse,194232.19
Food Service Worker,88086.66
Recreation Leader,16703.46
Senior Telephone Operator,43772.89
"Lieutenant, Fire Suppression",231392.26
Personnel Analyst,96423.51
"Property Manager, Port",85116.79
Asst Engr,95066.93
Senior Food Service Worker,45522.42
EMT/Paramedic/Firefighter,207742.4
Commercial Div Asst Sprv,141844.56
Electrical Transit System Mech,79036.54
Manager IV,68045.1
"Lieutenant, Fire Suppression",233241.81
Licensed Vocational Nurse,106652.86
Transit Operator,116057.45
Carpenter,63051.25
Special Nurse,17419.67
Porter,79647.15
Senior Personnel Analyst,149759.72
Clinical Pharmacist,56019.16
Deputy Court Clerk II,115133.54
Transit Operator,120979.04
Deputy Sheriff,144590.46
Fiscal Technician,113545.02
Police Officer 3,212022.76
Nursing Assistant,108603.06
Truck Driver,37222.39
Manager IV,207067.43
Gardener,97713.49
Dental Hygienist,53887.01
IS Programmer Analyst-Senior,48357.02
Custodian,88395.23
Emp & Training Spec 2,53311.2
Public Svc Aide-Public Works,30745.72
Registered Nurse,116438.29
"Stationary Eng, Sewage Plant",134898.63
Transit Planner 4,173433.06
Librarian 1,100796.45
Home Health Aide,80777.36
Police Officer 2,169987.15
Manager III,215395.39
Firefighter,136156.52
"Stationary Eng, Sewage Plant",36597.29
Asst Engr,130865.55
Police Officer 3,163469.32
Asphalt Finisher Supervisor 1,120865.73
"Sprv Prob Ofc, Juv Court",150744.13
Custodian,85574.05
Registered Nurse,134700.83
Porter,85273.25
Physical Therapist,63411.87
"Manager VI, MTA",212138.46
Manager III,11706.46
Food Service Worker,91405.82
Child Support Officer II,113507.16
Medical Evaluations Assistant,93518.74
Porter,89748.95
Assistant Purchaser,49832.99
Permit Technician I,20865.01
Medical Evaluations Assistant,84230.3
Nursing Assistant,141896.0
Eng/Arch/Landscape Arch Sr,74220.23
Wharfinger 1,32165.5
Transit Operator,91887.88
Engineer,173583.09
Accountant III,96012.7
IS Programmer Analyst-Senior,115553.54
Custodian,54461.99
Sr Payroll & Personnel Clerk,76083.49
"Insp, Fire Dept",209402.38
Clinical Psychologist,78177.13
Transit Operator,89575.73
Executive Secretary 2,33863.18
"Manager VIII, MTA",249647.45
Senior Deputy Sheriff,205498.86
Transit Supervisor,43443.95
Transit Operator,101763.56
IS Engineer-Senior,189863.64
Admin Analyst 3,24348.39
"Manager IV, MTA",188865.39
Maintenance Machinist,119285.37
Transit Operator,111265.41
IS Engineer-Journey,81045.62
Nurse Manager,277337.66
IS Trainer-Assistant,104437.25
Transit Operator,110324.73
Police Officer 3,177053.46
Management Assistant,16843.82
Asst Engr,131947.18
"Marriage, Family & Child Cnslr",115312.14
Senior Administrative Analyst,143766.37
EMT/Paramedic/Firefighter,162260.01
Porter,42493.81
Parking Control Officer,112561.02
Senior Eligibility Worker,111958.28
Planner 2,65156.67
Public Svc Aide-Public Works,21163.31
Firefighter,160364.59
EMT/Paramedic/Firefighter,77642.58
Senior Eligibility Worker,110383.03
Project Manager 1,77066.73
IS Business Analyst-Principal,139719.45
Police Officer,120925.4
Electrical Trnst Shop Sprv 1,195822.75
Senior Physician Specialist,289076.73
Library Page,24836.66
Senior Clerk Typist,92739.72
Clerk Typist,89090.22
Plumber,158014.86
Management Assistant,20300.92
Parking Meter Repairer Sprv 1,127064.65
Police Officer 2,231772.88
Manager VII,249789.7
Sergeant 3,219144.5
Junior Management Assistant,29752.78
Senior Clerk,43882.93
Sergeant 3,293388.49
Apprentice Cement Mason I,15495.75
Steamfitter,157971.89
Electrical Transit System Mech,129644.41
Transit Operator,106501.95
Elevator And Crane Technician,197524.56
Special Nurse,80040.91
General Laborer,95780.8
Special Nurse,25237.69
Library Page,38549.09
Nursing Assistant,104674.16
Porter,107259.87
IS Business Analyst-Principal,117343.66
Stationary Engineer,146922.42
Transit Operator,131669.41
Special Nurse,50390.91
Assistant Const Inspector,69459.27
Aquatics Facility Asst Supv,88338.32
Attorney (Civil/Criminal),246548.71
Electronic Maintenance Tech,187410.76
Library Assistant,59685.71
"Counselor, Juvenile Hall SFERS",105525.39
Epidemiologist 2,137019.74
Firefighter,171727.3
"Research Asst, Superior Court",28874.0
Utility Specialist,129350.31
Planner 2,60009.59
Water Qualitytech I/II,140853.16
Deputy Sheriff,171910.77
Special Nurse,88606.31
Auditor II,124207.52
Recreation Leader,15107.91
Senior Account Clerk,52176.86
Nursing Assistant,107579.25
Patient Care Assistant,101799.01
Principal Clerk,41601.6
Sergeant 2,200223.65
Protective Services Worker,139466.27
Assoc Engineer,162560.39
Senior Clerk,25014.97
Transit Operator,111091.19
Glazier,128095.55
Attorney (Civil/Criminal),251166.82
Special Nurse,23670.07
Community Police Services Aide,119162.8
Gardener,98017.37
Construction Inspector,148328.91
Health Worker 3,100277.06
Transit Power Line Worker,67804.52
Transit Operator,17308.87
PS Aide Health Services,28639.98
Patient Care Assistant,96987.42
Transit Supervisor,41516.33
Sergeant 3,200119.17
IS Engineer-Senior,14846.93
Food Service Worker,82065.54
Custodian,95191.83
Publ Svc Aide-Asst To Prof,21434.42
Transit Operator,91374.12
Management Assistant,88174.39
IT Operations Support Admn III,120016.04
Senior Eligibility Worker,106244.55
Library Technical Assistant 1,107318.31
Transit Supervisor,21915.11
General Laborer,55353.02
Transit Operator,138003.57
Nurse Practitioner,18894.56
Attorney (Civil/Criminal),157358.6
Electronic Maintenance Tech,205674.45
Transit Operator,102549.12
"Battlion Chief, Fire Suppressi",312097.0
Electrical Line Worker,148015.66
Library Assistant,45746.63
Registered Nurse,197120.4
Clerk,84259.82
EMT/Paramedic/Firefighter,245350.99
Landscape Architect Assoc 1,109403.38
Program Support Analyst,132069.67
Painter,121677.07
Plumbing Inspector,130285.48
Carpenter,92789.68
Prpl Permit And Citation Clerk,120575.62
Manager I,174517.88
Home Health Aide,110098.95
Electrician,138051.32
Police Officer,61969.2
Community Police Services Aide,98796.19
Police Officer 3,171457.07
Accountant II,105498.24
Special Nurse,18436.02
Senior Administrative Analyst,143848.78
Police Officer,154016.55
Switch Repairer,144450.13
Fare Collections Receiver,96643.68
Electrical Transit System Mech,122762.08
Employment & Training Spec 3,102804.05
Medical Evaluations Assistant,83261.72
Registered Nurse,92968.75
Plumber,24209.82
Health Care Billing Clerk 2,105116.31
Locksmith,120244.99
Transit Operator,74612.43
Transit Operator,40766.52
Personnel/Payroll Repres,131276.68
Arborist Technician,138028.35
Custodian,93722.15
"Manager II, MTA",39972.0
EMT/Paramedic/Firefighter,192968.16
Library Page,31393.62
Police Officer,165222.28
Executive Secretary 1,108544.5
Utility Specialist,148309.14
Health Worker 4,62649.3
Medical Records Clerk,95579.42
Deputy Sheriff,222732.61
Principal Clerk,106226.36
Police Officer,125653.87
PS Aide Health Services,30115.47
Special Nurse,25535.84
Electrical Inspector,87220.26
Parking Control Officer,83223.92
Physical Therapist,14899.42
Police Officer 2,196673.58
Senior Clerk Typist,39393.97
Deputy Court Clerk III,122402.29
Library Page,32117.55
Electrician,148356.92
Employment & Training Spec 5,137825.54
Custodian,73785.26
Eligibility Worker,94966.65
Medical Evaluations Assistant,114097.15
Community Police Services Aide,104716.57
General Laborer,105416.44
Junior Administrative Analyst,56364.49
Transit Operator,119693.38
Transit Supervisor,109340.83
Registered Nurse,204087.66
Microbiologist,60780.21
Manager VI,215647.23
Personnel Analyst,41553.79
Plumber Supervisor 1,89254.57
Firefighter,101033.8
Library Technical Assistant 2,116862.65
Assoc Engineer,164185.51
Chemist III,165373.47
"Asst Clk, Board Of Supervisors",142654.41
IS Engineer-Senior,186920.96
Firefighter,136045.44
Stationary Engineer,124562.29
Senior Account Clerk,84096.71
"Sr Stationary Eng, Sew Plant",55410.58
Special Nurse,123898.32
Special Nurse,16786.61
Water Conservation Admin,177722.38
EMT/Paramedic/Firefighter,165514.08
"Inspector, Weights & Measures",82556.16
PS Aide To Prof,32232.77
Senior Personnel Analyst,81466.73
Dep Dir III,251112.62
Window Cleaner,111613.71
Psychiatric Social Worker,67062.5
Special Nurse,57829.57
Senior Eligibility Worker,122111.79
Police Officer,27705.19
Senior Water Services Clerk,106856.42
Senior Physician Specialist,305700.6
Transit Supervisor,151703.08
Manager VI,234963.38
Manager IV,33852.41
Transit Operator,62601.86
Transit Planner 2,124873.71
IS Engineer-Principal,31877.56
Electrician,160503.65
Transit Car Cleaner,120656.41
Chief Stationary Engineer,179338.8
Health Worker 2,25143.32
Health Worker 2,83098.16
Custodian,84782.45
Sheet Metal Worker,132059.75
Special Nurse,25127.02
Supervising Purchaser,174773.43
Police Cadet,15128.74
Patient Care Assistant,95118.09
Police Officer,83324.11
Transit Operator,109306.58
Senior Eligibility Worker,98294.44
Clinical Psychologist,90796.56
Librarian 1,61860.99
HSA Social Worker,91370.18
Transit Operator,42722.11
Contract Compliance Officer 2,178303.31
Airport Safety Officer,157007.75
Transit Operator,62027.73
Firefighter,242920.46
Assoc Engineer,234942.54
Carpenter,50531.66
Porter,88479.93
Social Work Specialist,149718.1
Administrative Analyst,32232.14
IS Engineer-Journey,49829.82
Administrative Analyst,125860.84
Accountant III,138725.01
Legislative Assistant,102764.11
Library Page,39037.16
Firefighter,145657.18
Medical Social Worker,132376.96
Asst Engr,134054.32
Utility Plumber,179028.47
Deputy Court Clerk III,133083.58
Beautician,84879.47
Train Controller,186288.57
Airport Economic Planner,172843.72
Special Nurse,29935.66
Biologist I/II,111103.51
Media/Security Sys Spec,153161.13
Deputy Court Clerk II,113943.28
Special Nurse,48450.34
Senior Eligibility Worker,76303.12
Accountant IV,149440.1
Licensed Vocational Nurse,119741.06
Museum Guard,86206.56
Parking Control Officer,101219.47
Registered Nurse,63224.1
Truck Driver,116441.99
Pharmacist,203885.83
Sr Fare Collections Receiver,106705.45
Public Service Trainee,37428.08
Utility Analyst,87836.39
Manager I,141234.59
Sergeant 3,201285.16
Patient Care Assistant,92272.33
Custodian,107941.67
Transit Operator,21968.07
Transit Car Cleaner,98741.56
Protective Services Supervisor,165022.29
Health Worker 2,92976.07
Clinical Pharmacist,223376.36
Sergeant 3,248388.83
IS Engineer-Senior,182331.36
Asst Engr,105974.09
Carpenter,105786.08
Publ Svc Aide-Asst To Prof,16497.97
Library Page,41070.63
Manager IV,234621.98
Registered Nurse,201060.86
Deputy Sheriff,149392.43
Eligibility Worker,91083.14
IT Operations Support Admin II,109913.08
Special Nurse,88916.47
Deputy Sheriff (SFERS),75153.41
Transit Operator,83311.79
Firefighter,87125.87
Architectural Assistant 2,100151.64
Architectural Assistant 2,44454.27
Custodian,48505.44
Attorney (Civil/Criminal),250118.96
IS Engineer-Senior,189555.33
Sheriff's Cadet,55548.77
Police Officer,111426.24
Clinical Psychologist,67525.61
Special Nurse,62154.24
Automotive Mechanic,175280.7
Manager III,84524.17
Sergeant 3,276712.74
Senior Eligibility Worker,118001.19
Junior Engineer,53405.85
Assistant Industrial Hygienist,127396.84
Junior Engineer,37978.28
IS Business Analyst-Senior,153179.38
Deputy Sheriff,158748.32
Animal Care Attendant,90438.14
Senior Eligibility Worker,93237.55
Maintenance Planner,158610.32
Transit Operator,48362.38
Senior Telephone Operator,32840.09
Manager V,144733.12
Special Nurse,66379.97
Registered Nurse,185876.82
Electronic Maintenance Tech,158809.53
Sewer Service Worker,161900.66
Firefighter,195974.22
Eng/Arch/Landscape Arch Sr,211207.49
Employment & Training Spec 3,109286.48
HSA Social Worker,100740.74
Transit Operator,115196.01
Management Assistant,103445.01
Welder,148831.2
Eligibility Worker,89306.24
Patient Care Assistant,83798.88
Senior Management Assistant,76011.13
Housekeeper/Food Service Clnr,48126.49
Library Technical Assistant 2,114838.9
Program Specialist,50945.73
Sergeant 3,262795.68
Admin Analyst 3,147633.78
Account Clerk,74338.18
Attorney (Civil/Criminal),251168.12
PS Aide To Prof,30688.08
Customer Service Agent,113640.59
Transit Operator,99781.15
Asst Chf Of Dept (Fire Dept),298245.89
Police Officer 2,184457.14
Senior Eligibility Worker,18224.85
General Laborer,105721.44
Inspector 3,200942.94
Legal Assistant,36033.38
EMT/Paramedic/Firefighter,214871.22
Automotive Mechanic Asst Sprv,161642.12
Project Manager 3,146500.43
